,_id,_rev,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
3452,2fba28a869edcbf35ee14af34e3d2f85,1-e68b553565f4cce0ce9616ee667a9364,2019-11-16,Paraíso,-23.57677,-46.63933,71710,30,40,50,32,33,29,33,43,NORMAL,676
3453,2fba28a869edcbf35ee14af34e3d368f,1-70122b694145e0236dfccd909630f547,2019-5-18,Pinheiros,-23.5664,-46.703,78066,37,14,58,9,37,23,37,31,NORMAL,9138
3454,2fba28a869edcbf35ee14af34e3d6100,1-6585b45b23b5e5ef744721c71428a566,2018-4-4,Paraíso,-23.57677,-46.63933,72464,33,22,7,12,33,37,8,18,REABASTECER,94
3455,2fba28a869edcbf35ee14af34e3d7384,1-549c65b675af9745effa3effc83cfd30,2019-6-24,Pinheiros,-23.5664,-46.703,78949,23,21,8,42,18,22,22,22,NORMAL,9174
3456,2fba28a869edcbf35ee14af34e3d7ecf,1-211294f25c4257106337041be57b0b2e,2018-5-7,Paraíso,-23.57677,-46.63933,70628,59,26,31,43,31,23,10,2,REABASTECER,127
3457,2fba28a869edcbf35ee14af34e3d8bf0,1-77397d7b458d50c1638c9582905fc06f,2018-2-2,Brigadeiro,-23.5683,-46.6482,47392,52,12,43,34,7,25,43,11,NORMAL,752
3458,2fba28a869edcbf35ee14af34e3ddbc4,1-61d2ed118b1dd8c6bf89d891135739ed,2019-10-5,Pinheiros,-23.5664,-46.703,77253,28,31,25,38,34,19,14,9,NORMAL,9275
3459,2fba28a869edcbf35ee14af34e3e1f2b,1-3398f54c75b4a796b12851bc627006af,2019-11-16,Pinheiros,-23.5664,-46.703,79554,86,34,11,38,26,27,28,41,NORMAL,9316
3460,2fba28a869edcbf35ee14af34e3e32b5,1-0ea19a482cf97688a82eb45a89178728,2019-12-1,Pinheiros,-23.5664,-46.703,76236,30,10,37,36,12,20,5,22,REABASTECER,9331
3461,2fba28a869edcbf35ee14af34e3e3599,1-3fb580e4ce083378f8129e5fe6b90414,2018-10-17,Paraíso,-23.57677,-46.63933,72672,18,41,58,9,36,14,17,9,NORMAL,287
3462,2fba28a869edcbf35ee14af34e3e516e,1-878c040b44c3265754b068b5e25e06d0,2018-11-7,Paraíso,-23.57677,-46.63933,71418,77,44,51,21,35,43,28,6,REABASTECER,307
3463,2fba28a869edcbf35ee14af34e3e6329,1-726820a86b4487ee78affe2d64861b75,2018-1-22,Butantã,-23.5844,-46.7252,67196,36,57,45,25,38,23,7,6,REABASTECER,9382
3464,2fba28a869edcbf35ee14af34e3ea953,1-37097b4ba7c949eaf4f2ea14bb8b315b,2018-2-22,Butantã,-23.5844,-46.7252,64788,22,22,41,14,25,30,16,9,NORMAL,9412
3465,2fba28a869edcbf35ee14af34e3f0b04,1-1314d419579c78543e124211ab465ef2,2018-5-24,Butantã,-23.5844,-46.7252,66363,76,38,29,43,30,14,29,26,NORMAL,9504
3466,2fba28a869edcbf35ee14af34e3f1120,1-9115dbe6ff9b685dda272f625589e818,2019-4-10,Paraíso,-23.57677,-46.63933,72825,86,59,56,11,21,11,24,4,REABASTECER,460
3467,2fba28a869edcbf35ee14af34e3f28a5,1-7f9dcbda477b31ae6bbf9fff857bc4ab,2019-4-21,Paraíso,-23.57677,-46.63933,71823,63,56,43,13,17,20,24,43,NORMAL,471
3468,2fba28a869edcbf35ee14af34e3f40de,1-f612ee7c71c3f5118bd9823e5adb18b7,2019-1-19,Brigadeiro,-23.5683,-46.6482,49926,44,22,38,19,26,41,13,4,NORMAL,1099
3469,2fba28a869edcbf35ee14af34e3f5e15,1-f7b4c665b71313a317f4ca9ec094aeac,2018-7-22,Butantã,-23.5844,-46.7252,64219,28,65,40,27,18,43,9,3,NORMAL,9562
3470,2fba28a869edcbf35ee14af34e408111,1-a09de6a50696ab9717d3219bc202eece,2019-2-5,Butantã,-23.5844,-46.7252,66142,73,53,17,36,14,6,27,18,REABASTECER,9755
3471,2fba28a869edcbf35ee14af34e40af75,1-67451804210254da10b1a4076b60ce1c,2019-10-11,Brigadeiro,-23.5683,-46.6482,48991,74,65,41,13,35,37,13,30,NORMAL,1361
3472,2fba28a869edcbf35ee14af34e40daf6,1-5d9a0a5f5a75069517c7d9f2bebf7093,2019-4-4,Butantã,-23.5844,-46.7252,65779,50,35,2,23,22,5,21,33,NORMAL,9814
3473,2fba28a869edcbf35ee14af34e40ed18,1-a2562ae93bf010ab12ee4f57f84c8a13,2019-4-6,Butantã,-23.5844,-46.7252,64996,27,20,61,16,14,41,13,24,NORMAL,9816
3474,2fba28a869edcbf35ee14af34e423beb,1-cdf780f5029aea8c5faba88cef3f5901,2018-6-2,Trianon-Masp,-23.5634,-46.6544,45446,62,31,65,9,37,26,13,22,NORMAL,1592
3475,2fba28a869edcbf35ee14af34e4268c7,1-6f0328bdac38eec8671f05500e3f1046,2018-11-1,Brigadeiro,-23.5683,-46.6482,47874,13,49,47,43,26,21,28,8,NORMAL,1021
3476,2fba28a869edcbf35ee14af34e427120,1-51f1c2ee27d741c8630caa4ab4a5fbd2,2019-10-22,Butantã,-23.5844,-46.7252,67661,31,20,65,10,19,30,36,17,NORMAL,10012
3477,2fba28a869edcbf35ee14af34e42bdcd,1-6de7f89036eba79ff5de513b4b3a5399,2019-1-27,Brigadeiro,-23.5683,-46.6482,46640,51,43,42,28,39,25,26,16,NORMAL,1107
3478,2fba28a869edcbf35ee14af34e431622,1-ae3b0f9dc435b6f01bfc34b35fa3fac8,2019-3-21,Brigadeiro,-23.5683,-46.6482,49075,37,60,52,29,41,21,19,20,NORMAL,1161
3479,2fba28a869edcbf35ee14af34e438047,1-367bc270b9b2e1ba0d8d1bb5c69ef0b0,2019-4-20,Brigadeiro,-23.5683,-46.6482,46907,9,25,49,20,40,14,36,30,REABASTECER,1190
3480,2fba28a869edcbf35ee14af34e439f11,1-d5a4d68bf23fa117e33ba00eae0fa90f,2019-5-30,Brigadeiro,-23.5683,-46.6482,46974,65,25,23,14,2,7,5,35,REABASTECER,1230
3481,2fba28a869edcbf35ee14af34e43e9c8,1-95fc4d1f1938b9707310e71e0121aa05,2019-7-25,Brigadeiro,-23.5683,-46.6482,47202,50,45,28,39,43,23,43,31,NORMAL,1285
3482,2fba28a869edcbf35ee14af34e4438b0,1-9cdffd36c03fe0f4cce0c9de52061613,2019-9-23,Brigadeiro,-23.5683,-46.6482,49380,4,38,42,29,15,14,41,16,REABASTECER,1343
3483,2fba28a869edcbf35ee14af34e44475a,1-e432593cfdb9002894ffe1c9a6463245,2019-5-29,Trianon-Masp,-23.5634,-46.6544,45510,46,32,6,33,20,6,6,15,REABASTECER,1949
3484,2fba28a869edcbf35ee14af34e4479ba,1-ec3a97e7d50faa871c003ed3c7845c25,2019-6-28,Trianon-Masp,-23.5634,-46.6544,45363,25,33,65,26,22,27,18,29,NORMAL,1978
3485,2fba28a869edcbf35ee14af34e448232,1-2cdd2644dcdea76078f40608c6ce957a,2019-7-3,Trianon-Masp,-23.5634,-46.6544,41994,67,65,29,13,43,10,39,10,NORMAL,1983
3486,2fba28a869edcbf35ee14af34e4562b0,1-4870ad9d866e7fa3c4bdb13edc159ab3,2018-3-30,Trianon-Masp,-23.5634,-46.6544,43165,86,15,40,37,4,39,27,13,REABASTECER,1530
3487,2fba28a869edcbf35ee14af34e457be0,1-38e0a5e51d953c5556489cf3da00b955,2018-4-20,Trianon-Masp,-23.5634,-46.6544,41922,47,35,31,21,17,28,31,23,NORMAL,1550
3488,2fba28a869edcbf35ee14af34e45db66,1-bf9b45ce6fa548974501f23381215e07,2018-2-30,Consolação,-23.5581,-46.6606,112034,24,24,42,5,23,32,43,37,REABASTECER,2220
3489,2fba28a869edcbf35ee14af34e4607a9,1-0e760e9349b7ee3d7444f1a777e14aa7,2019-6-22,Fradique Coutinho,-23.5661,-46.6841,33633,47,8,18,30,17,23,14,35,REABASTECER,10612
3490,2fba28a869edcbf35ee14af34e462967,1-7df355a557edb7d4c4251588e2760406,2018-8-13,Trianon-Masp,-23.5634,-46.6544,41928,86,35,7,27,18,26,35,40,REABASTECER,1663
3491,2fba28a869edcbf35ee14af34e465967,1-5b83053dbd5f8eec9b66efe9ec8db0ef,2018-5-19,Consolação,-23.5581,-46.6606,113867,11,50,27,10,6,11,32,27,REABASTECER,2299
3492,2fba28a869edcbf35ee14af34e46df5d,1-f19bc611012421f94fc07ce164b871cd,2018-8-16,Consolação,-23.5581,-46.6606,111835,29,15,65,31,19,2,26,32,REABASTECER,2386
3493,2fba28a869edcbf35ee14af34e46f236,1-61ca6b9a9b7e2724eaceebf01d2766e7,2018-9-5,Consolação,-23.5581,-46.6606,112742,11,42,65,16,29,36,6,33,NORMAL,2405
3494,2fba28a869edcbf35ee14af34e4714cf,1-9377da4e104cf264d29c4ef419d7d95c,2019-1-5,Trianon-Masp,-23.5634,-46.6544,45105,64,46,20,32,34,29,11,43,NORMAL,1805
3495,2fba28a869edcbf35ee14af34e473b83,1-90c7d94857d9e25a7e191efbd1d2515b,2018-10-2,Consolação,-23.5581,-46.6606,114412,18,13,65,15,10,37,22,13,NORMAL,2432
3496,2fba28a869edcbf35ee14af34e474e39,1-ae8f32011f05e2d9001407e825170ae1,2019-1-18,Trianon-Masp,-23.5634,-46.6544,44494,33,34,58,31,21,36,43,37,NORMAL,1818
3497,2fba28a869edcbf35ee14af34e475669,1-7549d0d787b6893b54df0eb394216f64,2019-1-19,Trianon-Masp,-23.5634,-46.6544,42961,22,28,53,29,16,35,38,34,NORMAL,1819
3498,2fba28a869edcbf35ee14af34e477cce,1-3f99f2fce90926dd2d46af3f790d08a6,2018-10-30,Consolação,-23.5581,-46.6606,113980,64,50,17,22,28,37,40,33,NORMAL,2460
3499,2fba28a869edcbf35ee14af34e478c6a,1-039c5a5355c8a75850e30c0b37893ec8,2018-11-20,Consolação,-23.5581,-46.6606,111715,50,65,16,41,39,42,43,43,NORMAL,2480
3500,2fba28a869edcbf35ee14af34e4791c8,1-eba15678cbf9aa5a3816b7970f382e40,2018-11-21,Consolação,-23.5581,-46.6606,115072,37,63,10,36,35,36,41,40,NORMAL,2481
3501,2fba28a869edcbf35ee14af34e47d6a5,1-59eec5b0566758777dd45d1503cacc9f,2018-12-7,Consolação,-23.5581,-46.6606,113093,66,34,47,30,1,20,25,23,REABASTECER,2497
3502,2fba28a869edcbf35ee14af34e4858fe,1-0325e60abd5d9bdddcdd1d76949733ad,2019-2-15,Consolação,-23.5581,-46.6606,111844,23,55,32,29,24,38,37,39,NORMAL,2565
3503,2fba28a869edcbf35ee14af34e499d32,1-f454d99a3e802c6b57072997c964d224,2019-12-19,Trianon-Masp,-23.5634,-46.6544,42420,5,28,58,23,10,16,43,43,NORMAL,2149
3504,2fba28a869edcbf35ee14af34e49b4de,1-9df105e85c4d21d3dcff965d022ee017,2019-10-2,Consolação,-23.5581,-46.6606,114797,40,50,21,15,5,35,23,34,REABASTECER,2792
3505,2fba28a869edcbf35ee14af34e49d551,1-328daa9c0a7094ef1a27614ed7a6dde9,2018-2-6,Consolação,-23.5581,-46.6606,112194,6,32,10,36,36,26,13,36,REABASTECER,2196
3506,2fba28a869edcbf35ee14af34e4a0c42,1-303d95276725d6a5bca98fed899b1456,2018-3-4,Consolação,-23.5581,-46.6606,114432,68,65,20,35,9,18,24,21,NORMAL,2224
3507,2fba28a869edcbf35ee14af34e4a1fb0,1-bac6d26d9758dde02d8e48f69121e63a,2018-3-15,Consolação,-23.5581,-46.6606,112613,54,65,17,34,9,32,22,29,NORMAL,2235
3508,2fba28a869edcbf35ee14af34e4a3952,1-581266cdc763e5df6226e81ecbbe5aa8,2019-12-12,Consolação,-23.5581,-46.6606,114111,30,18,2,19,30,10,8,39,REABASTECER,2862
3509,2fba28a869edcbf35ee14af34e4a6358,1-9c3aab29a2b37ef2d712141ec5904edf,2019-2-24,Luz,-23.5365,-46.6332,125359,66,18,28,14,27,43,19,15,NORMAL,11214
3510,2fba28a869edcbf35ee14af34e4a6c4a,1-50fca8a067246c52b150477ebc347722,2019-3-4,Luz,-23.5365,-46.6332,124910,43,11,24,32,33,14,23,21,NORMAL,11224
3511,2fba28a869edcbf35ee14af34e4ab07c,1-5b83053dbd5f8eec9b66efe9ec8db0ef,2018-5-19,Consolação,-23.5581,-46.6606,113867,11,50,27,10,6,11,32,27,REABASTECER,2299
3512,2fba28a869edcbf35ee14af34e4b097d,1-4831797ff400d0bf5f29bf39eb8dc07f,2018-7-4,Consolação,-23.5581,-46.6606,115260,76,20,21,8,43,8,28,24,NORMAL,2344
3513,2fba28a869edcbf35ee14af34e4b5861,1-c35c7399cfb744b3b26a253c0d2a0047,2018-8-19,Consolação,-23.5581,-46.6606,111777,86,57,44,25,8,34,17,16,NORMAL,2389
3514,2fba28a869edcbf35ee14af34e4b887e,1-9a79631486fcaa7d5f4ec31ca260173f,2019-7-17,Luz,-23.5365,-46.6332,126902,66,24,65,22,11,43,41,17,NORMAL,11357
3515,2fba28a869edcbf35ee14af34e4bc576,1-efb5cc71b9c76608bbc047921f8f34a9,2018-10-19,Consolação,-23.5581,-46.6606,115236,12,44,23,5,29,37,43,32,NORMAL,2449
3516,2fba28a869edcbf35ee14af34e4c3970,1-cf1e55172b79634522115196bfe6ee2f,2019-2-1,Consolação,-23.5581,-46.6606,112556,67,11,8,26,33,39,18,12,NORMAL,2551
3517,2fba28a869edcbf35ee14af34e4c52d8,1-37e74ff1f67611a45f89f58ad525304f,2019-12-28,Luz,-23.5365,-46.6332,124930,63,7,49,4,36,6,17,35,REABASTECER,11518
3518,2fba28a869edcbf35ee14af34e4c7d0d,1-fc9aeea2731bbbeb71eb2294a86ef7ca,2019-3-16,Consolação,-23.5581,-46.6606,112732,67,47,18,18,43,30,43,10,NORMAL,2596
3519,2fba28a869edcbf35ee14af34e4c8173,1-bc1a0f64358c92f98066c70c7430fab2,2018-2-8,Ana Rosa,-23.5813,-46.6383,64203,77,37,9,16,17,9,17,32,REABASTECER,11558
3520,2fba28a869edcbf35ee14af34e4c9bb7,1-dffd3be1b5ce14378cdd04cdab64d743,2019-4-27,Consolação,-23.5581,-46.6606,114526,18,57,55,19,9,22,41,16,NORMAL,2637
3521,2fba28a869edcbf35ee14af34e4cc8d3,1-453fe6d9b9b574f15105eb50ac6a24f0,2019-5-30,Consolação,-23.5581,-46.6606,112721,30,55,65,19,43,11,27,16,NORMAL,2670
3522,2fba28a869edcbf35ee14af34e4ced7f,1-2ba338f12c50a9047900fe7d7bf362c4,2019-7-19,Consolação,-23.5581,-46.6606,111987,54,56,65,22,10,16,33,32,NORMAL,2719
3523,2fba28a869edcbf35ee14af34e4d26df,1-438dd2cd42684265d3fce517e4517eab,2019-9-2,Consolação,-23.5581,-46.6606,114560,77,42,37,3,43,32,23,29,REABASTECER,2762
3524,2fba28a869edcbf35ee14af34e4d861a,1-8570d8907e24264aa3ad5185b7448703,2019-7-19,Tamanduateí,-23.5929,-46.5897,49608,66,40,57,37,29,26,7,39,NORMAL,3439
3525,2fba28a869edcbf35ee14af34e4da7b6,1-72dd28854235cc71b67c9378411030cd,2018-9-6,Ana Rosa,-23.5813,-46.6383,64361,39,65,41,27,15,22,29,13,NORMAL,11766
3526,2fba28a869edcbf35ee14af34e4de902,1-5e6ca9efb2dee0c48bbc0c8a139b1e9e,2018-1-16,Tamanduateí,-23.5929,-46.5897,52526,23,39,34,43,24,36,12,30,NORMAL,2896
3527,2fba28a869edcbf35ee14af34e4e108b,1-53941cf5f2bf4663a3f42d927bcbdaba,2018-2-2,Tamanduateí,-23.5929,-46.5897,51762,58,65,61,9,6,26,31,7,REABASTECER,2912
3528,2fba28a869edcbf35ee14af34e4e12cf,1-642e977e0ec3c1d2b0f30b578a8aa0de,2018-2-4,Tamanduateí,-23.5929,-46.5897,49881,40,59,50,43,39,15,23,43,NORMAL,2914
3529,2fba28a869edcbf35ee14af34e4e15b1,1-36746d9ba6288dde13765700b9a2678a,2018-12-4,Ana Rosa,-23.5813,-46.6383,66220,75,38,50,42,22,26,43,13,NORMAL,11854
3530,2fba28a869edcbf35ee14af34e4e5df8,1-23eb83c91708279bda8c4bf79cb91267,2019-1-7,Ana Rosa,-23.5813,-46.6383,66542,12,42,27,24,3,32,8,43,NORMAL,11887
3531,2fba28a869edcbf35ee14af34e4e8326,1-37107af83b1a54e0b4bbc6aa0c265b76,2018-3-29,Tamanduateí,-23.5929,-46.5897,53194,27,63,52,22,34,43,10,31,NORMAL,2969
3532,2fba28a869edcbf35ee14af34e4ec75d,1-5bf4a09fdd672bee71304ae0983b9dc5,2018-5-1,Tamanduateí,-23.5929,-46.5897,51355,76,26,38,7,35,18,16,35,NORMAL,3001
3533,2fba28a869edcbf35ee14af34e4ef628,1-cf35d5266955e7a329f3fd66895656ac,2018-2-23,Sé,-23.55,-46.6333,191987,86,12,22,4,26,30,21,3,NORMAL,3653
3534,2fba28a869edcbf35ee14af34e4fcf58,1-0d56c1db1af8b7e368da8a0675d7bf0d,2018-7-14,Sé,-23.55,-46.6333,192822,26,54,27,8,18,6,31,16,NORMAL,3794
3535,2fba28a869edcbf35ee14af34e501ed2,1-5322f6a32fe30759a1b6e23c4bad741e,2019-10-5,Ana Rosa,-23.5813,-46.6383,63775,34,65,52,26,22,19,11,14,NORMAL,12155
3536,2fba28a869edcbf35ee14af34e50af77,1-05c5647bacd916710e20b6a3a52b2db0,2019-12-12,Ana Rosa,-23.5813,-46.6383,65519,14,49,14,35,2,43,25,36,NORMAL,12222
3537,2fba28a869edcbf35ee14af34e50b47a,1-d7f0093b99b358f18e06a052f35fac4d,2018-11-28,Sé,-23.55,-46.6333,193479,29,65,15,7,21,19,25,13,NORMAL,3928
3538,2fba28a869edcbf35ee14af34e51043f,1-1e7f204d7f25096d78d121caa93fc177,2019-5-12,Tamanduateí,-23.5929,-46.5897,53032,19,55,24,26,32,22,29,43,NORMAL,3372
3539,2fba28a869edcbf35ee14af34e511c2a,1-6ad709e8f80ec97d602b36a9d5ae3228,2019-5-27,Tamanduateí,-23.5929,-46.5897,50083,61,30,50,23,11,29,12,26,NORMAL,3387
3540,2fba28a869edcbf35ee14af34e514371,1-23b3ded3da155560658eb256821eb5eb,2018-4-8,São Joaquim,-23.5618,-46.6389,32943,8,56,37,19,5,22,36,10,NORMAL,12338
3541,2fba28a869edcbf35ee14af34e517b05,1-1a215c19ae8c475e71a207553bb4f120,2018-4-22,São Joaquim,-23.5618,-46.6389,35744,49,40,11,16,27,9,31,38,NORMAL,12352
3542,2fba28a869edcbf35ee14af34e51f757,1-738f24aa1d444e8a11b1005067087f22,2019-6-29,Sé,-23.55,-46.6333,193382,67,28,19,30,15,39,6,12,NORMAL,4139
3543,2fba28a869edcbf35ee14af34e525042,1-a018c1670acd46c370bac9a78af49239,2018-8-29,São Joaquim,-23.5618,-46.6389,35263,74,4,7,8,4,20,23,20,NORMAL,12479
3544,2fba28a869edcbf35ee14af34e526819,1-f1cf5815347c1d50f9cffbac59c19a1d,2019-11-24,Tamanduateí,-23.5929,-46.5897,50841,53,24,36,14,17,17,9,41,NORMAL,3564
3545,2fba28a869edcbf35ee14af34e528516,1-3dabbbfcc6e86a3a05005bc2b620cec7,2018-9-23,São Joaquim,-23.5618,-46.6389,35906,86,57,47,10,33,8,8,11,NORMAL,12503
3546,2fba28a869edcbf35ee14af34e52f5b5,1-98a13f0e72dcdcb0374e21a8c3be5fe9,2018-11-27,São Joaquim,-23.5618,-46.6389,35834,38,0,1,29,9,15,43,14,REABASTECER,12567
3547,2fba28a869edcbf35ee14af34e52f73e,1-faf3aa19579c11e65ce3dd820ebfa35a,2018-2-16,Sé,-23.55,-46.6333,193158,71,56,7,21,16,41,3,37,NORMAL,3646
3548,2fba28a869edcbf35ee14af34e5359f2,1-33eca0c7724c8e4853da94f6c2ed20ad,2018-1-11,Brás,-23.5451,-46.6162,72486,76,11,58,8,4,6,43,5,REABASTECER,4331
3549,2fba28a869edcbf35ee14af34e5371a4,1-70697f5db1f78860c385a36f914d52a9,2019-2-14,São Joaquim,-23.5618,-46.6389,34280,63,22,8,25,41,26,8,18,REABASTECER,12644
3550,2fba28a869edcbf35ee14af34e53bc1a,1-7903ca9bf461822209590676725b0ab8,2019-4-19,São Joaquim,-23.5618,-46.6389,34399,17,21,55,4,31,14,30,21,NORMAL,12709
3551,2fba28a869edcbf35ee14af34e53dfec,1-d5f50d0775ab6ba223a7a17d0643e571,2019-5-19,São Joaquim,-23.5618,-46.6389,33950,86,37,54,7,43,6,43,33,REABASTECER,12739
3552,2fba28a869edcbf35ee14af34e54184e,1-f28bc92614ceda1add3cf0afaf5dd381,2018-9-16,Sé,-23.55,-46.6333,194215,18,65,36,20,34,31,2,37,REABASTECER,3856
3553,2fba28a869edcbf35ee14af34e54629d,1-a241da3508efc1a41d67c9bbe3aa3dfd,2018-10-15,Sé,-23.55,-46.6333,192550,86,19,41,15,9,7,22,9,NORMAL,3885
3554,2fba28a869edcbf35ee14af34e54c439,1-5392e4188828bbfc42df6449eeec23d5,2018-12-21,Sé,-23.55,-46.6333,191747,77,44,33,36,20,36,30,18,NORMAL,3951
3555,2fba28a869edcbf35ee14af34e54faa2,1-50427e628a9eade7053726e7e1309d3f,2019-1-21,Sé,-23.55,-46.6333,194227,60,65,28,22,31,18,43,17,NORMAL,3981
3556,2fba28a869edcbf35ee14af34e552242,1-6ac04089d9d94b04eced0f0179395607,2018-11-4,Brás,-23.5451,-46.6162,71896,40,28,56,3,39,2,14,15,REABASTECER,4624
3557,2fba28a869edcbf35ee14af34e553cb7,1-edf95547518123b82f8c69c71abdf186,2018-11-22,Brás,-23.5451,-46.6162,71556,37,45,5,14,40,38,26,33,REABASTECER,4642
3558,2fba28a869edcbf35ee14af34e5561d7,1-3f134c4909ef843d9a0ac6fc0106495c,2019-3-17,Sé,-23.55,-46.6333,192110,50,9,36,9,9,11,39,5,REABASTECER,4037
3559,2fba28a869edcbf35ee14af34e55745c,1-fdfbe00b3d4acfbe9218237adc2fe100,2019-1-10,Brás,-23.5451,-46.6162,73822,10,65,65,32,17,34,41,14,REABASTECER,4690
3560,2fba28a869edcbf35ee14af34e559477,1-610137e3f859b34aac16ff0276de1f1e,2019-4-17,Sé,-23.55,-46.6333,195058,5,2,37,5,15,20,43,2,NORMAL,4067
3561,2fba28a869edcbf35ee14af34e55d65e,1-f5e32f7be8d9c8744f982b09f8ececdf,2019-5-25,Sé,-23.55,-46.6333,192708,55,47,7,20,26,27,15,20,NORMAL,4105
3562,2fba28a869edcbf35ee14af34e55ed8a,1-b6f43fe963af134eaac53662a228faa1,2019-5-26,Sé,-23.55,-46.6333,194314,42,40,65,16,23,25,13,18,NORMAL,4106
3563,2fba28a869edcbf35ee14af34e567481,1-82b6f5c3bd7bd31b5351fcf64db0f8b1,2018-5-1,São Judas,-23.6255,-46.6411,14053,58,14,42,13,33,22,1,7,NORMAL,13081
3564,2fba28a869edcbf35ee14af34e56f532,1-2af3d415183d88c54e45926a2ec0e979,2019-8-15,Brás,-23.5451,-46.6162,70775,25,58,29,28,31,11,20,4,REABASTECER,4905
3565,2fba28a869edcbf35ee14af34e57049f,1-8930d02f0138eb4f8d311750ae6331d2,2019-8-16,Brás,-23.5451,-46.6162,71396,16,52,19,26,25,5,17,43,NORMAL,4906
3566,2fba28a869edcbf35ee14af34e571c4d,1-42b5f328a47ad77c93bcc35c64883c05,2019-11-18,Sé,-23.55,-46.6333,191636,17,7,26,43,28,28,34,40,REABASTECER,4278
3567,2fba28a869edcbf35ee14af34e574c8e,1-3d3cdc8222128e3ba24349452203f550,2018-8-21,São Judas,-23.6255,-46.6411,14600,86,48,51,12,27,33,23,43,NORMAL,13191
3568,2fba28a869edcbf35ee14af34e57a132,1-244fd6b8e305d694dc6a12542c024f3d,2019-11-9,Brás,-23.5451,-46.6162,72030,43,61,32,25,43,7,33,9,NORMAL,4989
3569,2fba28a869edcbf35ee14af34e57b854,1-3c42288c0099cc7f964273ba092156e9,2018-2-10,Brás,-23.5451,-46.6162,74334,44,46,53,17,23,39,13,43,NORMAL,4360
3570,2fba28a869edcbf35ee14af34e5864a2,1-bef675f10e380c24400713f2dd060ea7,2019-2-19,São Judas,-23.6255,-46.6411,14978,40,61,18,21,37,31,33,43,NORMAL,13369
3571,2fba28a869edcbf35ee14af34e5889ee,1-5d9c99a127cc8e8595b65db017a2fce6,2018-4-16,Barra Funda,-23.5542,-46.6707,146760,86,44,58,34,41,7,38,38,NORMAL,5146
3572,2fba28a869edcbf35ee14af34e588f90,1-834bbe1d14da261889a5fc8a14ce9cf8,2018-4-23,Barra Funda,-23.5542,-46.6707,148014,5,65,16,15,17,19,8,14,NORMAL,5153
3573,2fba28a869edcbf35ee14af34e58ebb8,1-2639694de0066935da95fca5719459c1,2018-6-4,Barra Funda,-23.5542,-46.6707,147725,31,52,44,39,23,18,28,20,NORMAL,5194
3574,2fba28a869edcbf35ee14af34e58f148,1-debe8178733ce529ea79bf41c673d88b,2018-6-16,Barra Funda,-23.5542,-46.6707,150125,86,51,26,40,19,18,28,20,NORMAL,5206
3575,2fba28a869edcbf35ee14af34e590837,1-31aa3f6e22174574bcf7d7bc96b4d60d,2019-6-14,São Judas,-23.6255,-46.6411,14938,17,9,31,30,20,5,6,10,REABASTECER,13484
3576,2fba28a869edcbf35ee14af34e599bc1,1-cba2348a5c89d4c76c0fe0fdda6a8d67,2019-10-7,São Judas,-23.6255,-46.6411,13670,33,53,33,23,26,33,24,25,NORMAL,13597
3577,2fba28a869edcbf35ee14af34e59d6c0,1-9d9750a22c211d7bbebeef3baccfac72,2019-11-2,São Judas,-23.6255,-46.6411,14669,39,32,52,38,7,9,11,4,REABASTECER,13622
3578,2fba28a869edcbf35ee14af34e5a23a8,1-d9560c781e0d1e69499c085627edf410,2019-12-3,São Judas,-23.6255,-46.6411,14596,86,40,42,36,20,43,14,9,NORMAL,13653
3579,2fba28a869edcbf35ee14af34e5a3e8d,1-e9bf5785dfb232ff13f7e1d21f9b512b,2019-3-20,Brás,-23.5451,-46.6162,72288,86,36,52,38,33,35,9,7,NORMAL,4760
3580,2fba28a869edcbf35ee14af34e5a6472,1-fc56a447332de8398b45f8dceedb94f0,2019-12-24,São Judas,-23.6255,-46.6411,15029,54,65,33,9,21,40,19,4,NORMAL,13674
3581,2fba28a869edcbf35ee14af34e5a728f,1-a96b24ab260a26d5d975029dd6c20c87,2019-12-29,São Judas,-23.6255,-46.6411,16422,86,40,61,38,39,27,43,31,NORMAL,13679
3582,2fba28a869edcbf35ee14af34e5a86c7,1-864a42109a6caf6433778226bad74561,2019-2-10,Barra Funda,-23.5542,-46.6707,148453,86,45,8,36,7,12,17,23,REABASTECER,5440
3583,2fba28a869edcbf35ee14af34e5adf99,1-67ad258cad3bf514682489ff660f20ac,2019-4-6,Barra Funda,-23.5542,-46.6707,149565,41,24,12,17,40,7,43,43,NORMAL,5496
3584,2fba28a869edcbf35ee14af34e5b22c5,1-12311e4b5e8a9f9e5f1f11c4a2bab648,2018-5-15,Vila Mariana,-23.5895,-46.6346,23539,9,25,52,19,2,43,43,7,REABASTECER,13815
3585,2fba28a869edcbf35ee14af34e5b2c77,1-ad1e40ae5c022d5b10d26dda7444ee8c,2019-9-14,Brás,-23.5451,-46.6162,74434,86,11,11,2,41,3,43,17,REABASTECER,4934
3586,2fba28a869edcbf35ee14af34e5b55a8,1-ce654447c8c3da02d53431707d64027b,2019-10-23,Brás,-23.5451,-46.6162,70590,23,34,9,28,15,21,8,34,NORMAL,4973
3587,2fba28a869edcbf35ee14af34e5b5b44,1-9401de0faae884f0243a3d465e6b3715,2018-7-3,Vila Mariana,-23.5895,-46.6346,23796,76,45,59,43,18,15,20,18,NORMAL,13863
