,row,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
5710,8126,2018-7-26,Faria Lima,-235.675,-466.929,51355,21,4,65,26,5,23,28,39,REABASTECER
5711,8710,2018-3-10,Pinheiros,-235.664,-46.703,77461,86,34,50,38,30,9,12,40,NORMAL
5712,8192,2018-10-2,Faria Lima,-235.675,-466.929,52453,68,21,1,37,5,33,11,27,NORMAL
5713,8203,2018-10-13,Faria Lima,-235.675,-466.929,54397,43,19,52,38,43,10,13,25,NORMAL
5714,406,2019-2-16,Paraíso,-2.357.677,-4.663.933,74021,77,32,38,13,9,43,17,43,NORMAL
5715,8229,2018-11-9,Faria Lima,-235.675,-466.929,54670,57,63,65,7,23,16,39,18,NORMAL
5716,447,2019-3-27,Paraíso,-2.357.677,-4.663.933,71738,37,6,8,19,26,13,37,11,NORMAL
5717,8299,2019-1-19,Faria Lima,-235.675,-466.929,51847,74,30,34,32,43,22,15,37,NORMAL
5718,544,2019-7-4,Paraíso,-2.357.677,-4.663.933,71391,34,44,56,12,23,6,3,38,REABASTECER
5719,555,2019-7-15,Paraíso,-2.357.677,-4.663.933,70380,10,60,50,27,26,43,6,35,REABASTECER
5720,606,2019-9-6,Paraíso,-2.357.677,-4.663.933,70087,47,10,34,43,41,5,15,43,REABASTECER
5721,613,2019-9-13,Paraíso,-2.357.677,-4.663.933,71020,67,36,50,16,10,30,30,18,NORMAL
5722,623,2019-9-23,Paraíso,-2.357.677,-4.663.933,70138,64,41,32,30,12,43,29,23,NORMAL
5723,8466,2019-7-6,Faria Lima,-235.675,-466.929,54023,37,37,65,15,14,31,13,25,NORMAL
5724,9002,2019-1-2,Pinheiros,-235.664,-46.703,76555,74,14,35,31,29,10,12,18,NORMAL
5725,9014,2019-1-14,Pinheiros,-235.664,-46.703,77491,24,56,23,34,31,25,10,8,NORMAL
5726,8493,2019-8-3,Faria Lima,-235.675,-466.929,52773,29,3,28,15,23,33,43,36,REABASTECER
5727,703,2019-12-13,Paraíso,-2.357.677,-4.663.933,70194,21,19,57,37,5,1,13,36,NORMAL
5728,8532,2019-9-12,Faria Lima,-235.675,-466.929,54330,10,56,37,19,38,15,20,12,NORMAL
5729,8544,2019-9-24,Faria Lima,-235.675,-466.929,54504,53,48,21,21,39,16,17,6,NORMAL
5730,9210,2019-7-30,Pinheiros,-235.664,-46.703,78784,25,36,17,4,40,17,2,10,NORMAL
5731,876,2018-6-6,Brigadeiro,-235.683,-466.482,46852,23,61,65,21,30,37,20,30,NORMAL
5732,8711,2018-3-11,Pinheiros,-235.664,-46.703,77224,79,28,40,36,26,9,10,35,NORMAL
5733,8719,2018-3-19,Pinheiros,-235.664,-46.703,76176,86,42,50,18,33,33,16,43,NORMAL
5734,907,2018-7-7,Brigadeiro,-235.683,-466.482,46892,66,56,36,9,31,27,22,43,NORMAL
5735,8752,2018-4-22,Pinheiros,-235.664,-46.703,78597,24,50,12,11,28,23,11,5,NORMAL
5736,9361,2018-1-1,Butantã,-235.844,-467.252,67249,86,65,65,43,43,43,43,43,NORMAL
5737,9423,2018-3-3,Butantã,-235.844,-467.252,65321,74,30,36,39,26,27,5,9,NORMAL
5738,8902,2018-9-22,Pinheiros,-235.664,-46.703,79062,29,35,12,43,29,37,32,37,NORMAL
5739,8911,2018-10-1,Pinheiros,-235.664,-46.703,79283,21,40,24,22,43,43,6,7,REABASTECER
5740,1094,2019-1-14,Brigadeiro,-235.683,-466.482,45942,9,48,3,27,43,13,30,22,REABASTECER
5741,1119,2019-2-9,Brigadeiro,-235.683,-466.482,46523,11,49,14,22,38,36,17,10,NORMAL
5742,9057,2019-2-27,Pinheiros,-235.664,-46.703,79178,56,10,53,14,14,16,15,8,NORMAL
5743,1238,2019-6-8,Brigadeiro,-235.683,-466.482,49358,79,39,29,23,6,27,13,43,REABASTECER
5744,9091,2019-4-1,Pinheiros,-235.664,-46.703,76970,86,20,5,24,43,27,4,17,REABASTECER
5745,1276,2019-7-16,Brigadeiro,-235.683,-466.482,49039,51,29,28,23,34,43,37,21,NORMAL
5746,9727,2019-1-7,Butantã,-235.844,-467.252,67139,12,30,18,31,41,34,43,3,NORMAL
5747,1432,2019-12-22,Brigadeiro,-235.683,-466.482,48199,86,42,65,36,28,9,26,30,NORMAL
5748,9808,2019-3-28,Butantã,-235.844,-467.252,66261,21,65,50,43,4,21,43,15,NORMAL
5749,9811,2019-4-1,Butantã,-235.844,-467.252,66716,77,47,26,32,36,12,34,6,REABASTECER
5750,1475,2018-2-5,Trianon-Masp,-235.634,-466.544,43215,17,48,29,20,43,31,20,34,NORMAL
5751,9324,2019-11-24,Pinheiros,-235.664,-46.703,76279,7,52,17,15,37,6,33,6,REABASTECER
5752,9880,2019-6-10,Butantã,-235.844,-467.252,64717,18,65,65,40,22,34,5,23,REABASTECER
5753,1564,2018-5-4,Trianon-Masp,-235.634,-466.544,43590,86,21,58,19,35,37,24,4,NORMAL
5754,1594,2018-6-4,Trianon-Masp,-235.634,-466.544,45817,39,26,46,43,28,25,7,16,NORMAL
5755,1611,2018-6-21,Trianon-Masp,-235.634,-466.544,42187,51,59,65,43,4,18,27,39,NORMAL
5756,10034,2019-11-14,Butantã,-235.844,-467.252,66988,73,20,49,4,16,41,21,6,REABASTECER
5757,10076,2019-12-26,Butantã,-235.844,-467.252,66038,27,27,26,39,26,7,22,37,NORMAL
5758,10125,2018-2-15,Fradique Coutinho,-235.661,-466.841,34449,3,59,21,28,38,2,36,8,REABASTECER
5759,9664,2018-11-4,Butantã,-235.844,-467.252,66570,11,6,65,39,2,21,43,7,REABASTECER
5760,9720,2018-12-30,Butantã,-235.844,-467.252,66377,86,61,65,13,29,8,29,31,NORMAL
5761,1877,2019-3-17,Trianon-Masp,-235.634,-466.544,44252,43,65,56,22,5,18,34,21,REABASTECER
5762,10283,2018-7-23,Fradique Coutinho,-235.661,-466.841,35325,15,25,46,43,37,32,13,32,NORMAL
5763,1927,2019-5-7,Trianon-Masp,-235.634,-466.544,45094,86,65,42,17,14,25,5,15,NORMAL
5764,1940,2019-5-20,Trianon-Masp,-235.634,-466.544,44439,55,25,5,18,3,23,39,10,REABASTECER
5765,9805,2019-3-25,Butantã,-235.844,-467.252,66072,52,18,7,8,16,24,13,33,NORMAL
5766,10371,2018-10-21,Fradique Coutinho,-235.661,-466.841,35589,32,50,29,32,14,41,43,41,NORMAL
5767,10394,2018-11-14,Fradique Coutinho,-235.661,-466.841,35145,78,51,65,41,17,22,43,41,NORMAL
5768,2056,2019-9-16,Trianon-Masp,-235.634,-466.544,42073,37,27,50,43,6,14,36,3,REABASTECER
5769,10541,2019-4-11,Fradique Coutinho,-235.661,-466.841,34876,43,14,26,33,7,11,39,11,NORMAL
5770,10609,2019-6-19,Fradique Coutinho,-235.661,-466.841,33897,79,27,33,38,28,33,30,43,NORMAL
5771,10660,2019-8-10,Fradique Coutinho,-235.661,-466.841,35427,15,17,36,21,8,43,43,36,NORMAL
5772,10682,2019-9-2,Fradique Coutinho,-235.661,-466.841,36806,65,16,4,9,8,34,41,41,REABASTECER
5773,10170,2018-3-30,Fradique Coutinho,-235.661,-466.841,35608,75,30,43,43,24,40,26,32,NORMAL
5774,10805,2018-1-5,Luz,-235.365,-466.332,127504,43,30,31,40,19,32,26,29,NORMAL
5775,10817,2018-1-17,Luz,-235.365,-466.332,125475,9,13,15,43,14,43,17,15,REABASTECER
5776,2434,2018-10-4,Consolação,-235.581,-466.606,112860,86,65,50,10,43,29,14,3,NORMAL
5777,2469,2018-11-9,Consolação,-235.581,-466.606,115115,67,6,28,38,37,19,5,3,REABASTECER
5778,10324,2018-9-4,Fradique Coutinho,-235.661,-466.841,34374,64,47,25,43,41,17,19,43,NORMAL
5779,10365,2018-10-15,Fradique Coutinho,-235.661,-466.841,36663,11,15,9,9,34,14,28,17,NORMAL
5780,10970,2018-6-20,Luz,-235.365,-466.332,127200,41,26,8,5,29,43,16,39,REABASTECER
5781,10990,2018-7-10,Luz,-235.365,-466.332,126397,23,43,52,15,41,36,28,7,NORMAL
5782,10453,2019-1-13,Fradique Coutinho,-235.661,-466.841,35940,76,65,30,5,7,33,18,8,REABASTECER
5783,11013,2018-8-3,Luz,-235.365,-466.332,126072,64,40,57,40,43,9,17,37,NORMAL
5784,11041,2018-9-1,Luz,-235.365,-466.332,124829,42,59,49,26,19,26,4,7,REABASTECER
5785,10535,2019-4-5,Fradique Coutinho,-235.661,-466.841,33519,20,42,60,43,28,28,19,35,NORMAL
5786,10587,2019-5-27,Fradique Coutinho,-235.661,-466.841,36933,31,11,51,19,33,4,32,6,NORMAL
5787,11167,2019-1-7,Luz,-235.365,-466.332,127559,77,57,15,24,23,12,14,33,NORMAL
5788,10627,2019-7-7,Fradique Coutinho,-235.661,-466.841,33305,67,43,53,32,43,27,43,20,NORMAL
5789,10660,2019-8-10,Fradique Coutinho,-235.661,-466.841,35427,15,17,36,21,8,43,43,36,NORMAL
5790,11217,2019-2-27,Luz,-235.365,-466.332,126807,34,65,2,43,14,33,7,43,NORMAL
5791,11226,2019-3-6,Luz,-235.365,-466.332,124701,24,65,7,30,22,9,13,9,REABASTECER
5792,11233,2019-3-13,Luz,-235.365,-466.332,124850,44,25,24,8,33,23,30,26,NORMAL
5793,11324,2019-6-14,Luz,-235.365,-466.332,127589,43,25,15,37,19,27,5,32,NORMAL
5794,2929,2018-2-19,Tamanduateí,-235.929,-465.897,50734,66,42,65,35,23,18,3,24,NORMAL
5795,11346,2019-7-6,Luz,-235.365,-466.332,124400,86,24,65,20,11,39,39,22,NORMAL
5796,10840,2018-2-10,Luz,-235.365,-466.332,126807,36,15,58,25,4,7,9,12,NORMAL
5797,10848,2018-2-18,Luz,-235.365,-466.332,127531,51,31,58,36,10,25,24,25,NORMAL
5798,3010,2018-5-10,Tamanduateí,-235.929,-465.897,49611,75,42,57,15,38,32,20,43,NORMAL
5799,11444,2019-10-14,Luz,-235.365,-466.332,125302,75,6,37,23,37,31,5,34,NORMAL
5800,3064,2018-7-4,Tamanduateí,-235.929,-465.897,50462,73,46,65,24,37,37,43,34,NORMAL
5801,3087,2018-7-27,Tamanduateí,-235.929,-465.897,52161,86,31,29,43,20,7,25,31,NORMAL
5802,11531,2018-1-11,Ana Rosa,-235.813,-466.383,64691,74,65,55,20,37,23,40,43,NORMAL
5803,11547,2018-1-27,Ana Rosa,-235.813,-466.383,66925,12,43,17,6,25,6,16,30,REABASTECER
5804,11015,2018-8-5,Luz,-235.365,-466.332,125946,43,27,46,33,37,43,10,29,NORMAL
5805,3168,2018-10-18,Tamanduateí,-235.929,-465.897,49435,56,31,32,7,29,4,29,29,NORMAL
5806,3206,2018-11-26,Tamanduateí,-235.929,-465.897,50477,37,12,17,16,4,32,12,8,REABASTECER
5807,11664,2018-5-24,Ana Rosa,-235.813,-466.383,65814,60,12,65,43,23,15,20,43,NORMAL
5808,3335,2019-4-5,Tamanduateí,-235.929,-465.897,51765,44,11,17,30,25,43,7,7,NORMAL
5809,11262,2019-4-12,Luz,-235.365,-466.332,127492,40,62,24,15,3,16,37,31,REABASTECER
5810,3421,2019-7-1,Tamanduateí,-235.929,-465.897,49498,72,28,65,13,5,41,11,31,NORMAL
5811,11825,2018-11-5,Ana Rosa,-235.813,-466.383,64639,0,57,55,27,16,12,25,41,REABASTECER
5812,3438,2019-7-18,Tamanduateí,-235.929,-465.897,51213,77,50,65,43,31,27,13,43,NORMAL
5813,3449,2019-7-29,Tamanduateí,-235.929,-465.897,50222,50,43,56,6,34,6,14,43,REABASTECER
5814,11889,2019-1-9,Ana Rosa,-235.813,-466.383,66405,78,32,16,19,39,25,43,38,NORMAL
5815,11378,2019-8-8,Luz,-235.365,-466.332,124492,28,47,56,37,10,25,34,14,NORMAL
5816,11384,2019-8-14,Luz,-235.365,-466.332,125567,59,11,5,19,33,43,11,33,NORMAL
5817,11974,2019-4-4,Ana Rosa,-235.813,-466.383,67568,29,38,34,30,43,43,37,2,NORMAL
5818,11975,2019-4-5,Ana Rosa,-235.813,-466.383,67681,22,36,28,25,37,43,35,43,NORMAL
5819,11985,2019-4-15,Ana Rosa,-235.813,-466.383,64888,9,46,19,43,10,19,38,9,REABASTECER
5820,3610,2018-1-10,Sé,-23.55,-466.333,194091,86,17,4,9,14,12,12,6,NORMAL
5821,3774,2018-6-24,Sé,-23.55,-466.333,192136,49,30,20,29,9,18,14,43,NORMAL
5822,3794,2018-7-14,Sé,-23.55,-466.333,192822,26,54,27,8,18,6,31,16,NORMAL
5823,12226,2019-12-16,Ana Rosa,-235.813,-466.383,66751,66,19,50,23,30,35,8,21,NORMAL
5824,11691,2018-6-21,Ana Rosa,-235.813,-466.383,66170,70,62,21,43,9,23,39,17,NORMAL
5825,12279,2018-2-9,São Joaquim,-235.618,-466.389,32652,54,31,47,8,14,10,21,32,NORMAL
5826,12293,2018-2-23,São Joaquim,-235.618,-466.389,36499,6,14,7,16,7,38,9,21,REABASTECER
5827,12309,2018-3-9,São Joaquim,-235.618,-466.389,33087,37,32,36,23,26,41,23,43,NORMAL
5828,3915,2018-11-15,Sé,-23.55,-466.333,194433,56,10,27,11,23,17,37,25,NORMAL
5829,3959,2018-12-29,Sé,-23.55,-466.333,192513,86,57,43,5,32,4,37,26,REABASTECER
5830,12473,2018-8-23,São Joaquim,-235.618,-466.389,36409,50,44,60,28,31,31,6,43,REABASTECER
5831,11951,2019-3-11,Ana Rosa,-235.813,-466.383,65684,86,44,65,6,9,14,12,15,NORMAL
5832,11970,2019-3-30,Ana Rosa,-235.813,-466.383,64058,73,57,61,38,17,15,12,21,NORMAL
5833,12591,2018-12-21,São Joaquim,-235.618,-466.389,36205,57,37,45,27,43,10,33,43,NORMAL
5834,4282,2019-11-22,Sé,-23.55,-466.333,192639,68,45,65,29,17,18,15,20,NORMAL
5835,12712,2019-4-22,São Joaquim,-235.618,-466.389,34553,74,10,33,41,21,5,17,13,NORMAL
5836,12755,2019-6-5,São Joaquim,-235.618,-466.389,32642,17,21,7,32,29,43,14,7,REABASTECER
5837,12226,2019-12-16,Ana Rosa,-235.813,-466.383,66751,66,19,50,23,30,35,8,21,NORMAL
5838,12810,2019-7-30,São Joaquim,-235.618,-466.389,34203,86,18,56,38,21,37,43,24,NORMAL
5839,12273,2018-2-3,São Joaquim,-235.618,-466.389,35351,27,52,15,32,37,22,38,14,NORMAL
5840,12849,2019-9-9,São Joaquim,-235.618,-466.389,34927,65,37,39,36,27,14,16,30,NORMAL
5841,4489,2018-6-19,Brás,-235.451,-466.162,74064,8,46,25,19,41,42,34,43,NORMAL
5842,12970,2018-1-10,São Judas,-236.255,-466.411,16426,14,12,4,20,9,12,6,5,REABASTECER
5843,12995,2018-2-5,São Judas,-236.255,-466.411,16973,32,2,24,31,37,23,22,27,REABASTECER
5844,12482,2018-9-2,São Joaquim,-235.618,-466.389,36159,50,52,57,38,34,13,9,6,REABASTECER
5845,12497,2018-9-17,São Joaquim,-235.618,-466.389,34288,65,27,29,27,12,21,36,32,NORMAL
5846,13185,2018-8-15,São Judas,-236.255,-466.411,16731,62,19,30,33,4,11,1,24,NORMAL
5847,12655,2019-2-25,São Joaquim,-235.618,-466.389,33154,41,21,57,30,38,33,3,20,NORMAL
5848,13233,2018-10-3,São Judas,-236.255,-466.411,15735,38,39,31,10,43,18,26,40,NORMAL
5849,13237,2018-10-7,São Judas,-236.255,-466.411,14369,86,14,65,40,28,8,11,20,NORMAL
5850,13315,2018-12-25,São Judas,-236.255,-466.411,16439,33,57,49,31,6,41,39,43,REABASTECER
5851,12771,2019-6-21,São Joaquim,-235.618,-466.389,33682,43,52,14,23,43,31,39,37,NORMAL
5852,12812,2019-8-2,São Joaquim,-235.618,-466.389,36123,61,7,36,34,13,31,31,13,REABASTECER
5853,12868,2019-9-28,São Joaquim,-235.618,-466.389,33033,52,49,29,13,31,9,23,34,NORMAL
5854,13436,2019-4-26,São Judas,-236.255,-466.411,15229,86,47,65,19,12,29,7,43,NORMAL
5855,5013,2019-12-3,Brás,-235.451,-466.162,73099,73,30,10,32,35,34,28,31,NORMAL
5856,5037,2019-12-27,Brás,-235.451,-466.162,71439,11,16,65,5,37,5,25,29,NORMAL
5857,12944,2019-12-14,São Joaquim,-235.618,-466.389,34606,23,23,6,39,43,19,39,12,REABASTECER
5858,13520,2019-7-20,São Judas,-236.255,-466.411,16607,10,55,49,7,40,18,30,27,REABASTECER
5859,12962,2018-1-2,São Judas,-236.255,-466.411,17030,79,63,61,39,37,37,41,39,NORMAL
5860,5137,2018-4-7,Barra Funda,-235.542,-466.707,148469,86,22,59,23,34,31,24,35,NORMAL
5861,5158,2018-4-28,Barra Funda,-235.542,-466.707,149958,43,35,43,35,43,43,34,41,NORMAL
5862,13090,2018-5-10,São Judas,-236.255,-466.411,13898,61,16,48,32,4,32,17,11,NORMAL
5863,13662,2019-12-12,São Judas,-236.255,-466.411,16090,2,62,56,11,23,23,14,20,REABASTECER
5864,13104,2018-5-24,São Judas,-236.255,-466.411,13753,9,52,17,35,31,36,7,3,REABASTECER
5865,13681,2018-1-1,Vila Mariana,-235.895,-466.346,23796,86,65,65,43,43,43,43,43,NORMAL
5866,13699,2018-1-19,Vila Mariana,-235.895,-466.346,21501,86,21,65,38,18,32,18,6,REABASTECER
5867,5258,2018-8-8,Barra Funda,-235.542,-466.707,150056,14,18,47,32,12,34,23,30,NORMAL
5868,13801,2018-5-1,Vila Mariana,-235.895,-466.346,23793,49,51,10,21,15,5,15,29,NORMAL
5869,13858,2018-6-28,Vila Mariana,-235.895,-466.346,23708,39,65,31,22,43,31,43,39,NORMAL
5870,5440,2019-2-10,Barra Funda,-235.542,-466.707,148453,86,45,8,36,7,12,17,23,REABASTECER
5871,5522,2019-5-2,Barra Funda,-235.542,-466.707,150457,49,57,24,33,26,40,34,23,NORMAL
5872,13432,2019-4-22,São Judas,-236.255,-466.411,15450,29,65,25,25,28,34,28,16,NORMAL
5873,13512,2019-7-12,São Judas,-236.255,-466.411,17516,3,43,28,32,30,9,21,25,NORMAL
5874,5715,2019-11-15,Barra Funda,-235.542,-466.707,147916,77,23,8,18,4,33,35,15,NORMAL
5875,5860,2018-4-10,Tatuapé,-235.402,-465.765,69159,55,34,13,39,34,15,13,17,NORMAL
5876,5861,2018-4-11,Tatuapé,-235.402,-465.765,68530,42,32,5,36,30,12,9,15,NORMAL
5877,5905,2018-5-25,Tatuapé,-235.402,-465.765,68733,76,15,28,8,7,43,10,40,NORMAL
5878,13932,2018-9-12,Vila Mariana,-235.895,-466.346,23561,86,33,41,8,43,14,5,18,REABASTECER
5879,13977,2018-10-27,Vila Mariana,-235.895,-466.346,24000,46,22,18,43,30,13,35,43,NORMAL
5880,13985,2018-11-5,Vila Mariana,-235.895,-466.346,21487,58,47,20,24,43,28,43,11,NORMAL
5881,14052,2019-1-12,Vila Mariana,-235.895,-466.346,21702,25,20,10,18,32,35,28,14,NORMAL
5882,14623,2018-8-13,Brooklin,-236.263,-466.878,28753,21,9,50,29,24,26,5,22,NORMAL
5883,14641,2018-9-1,Brooklin,-236.263,-466.878,27014,6,5,37,22,38,37,22,39,REABASTECER
5884,14092,2019-2-22,Vila Mariana,-235.895,-466.346,24247,86,43,8,36,43,15,43,24,REABASTECER
5885,14133,2019-4-3,Vila Mariana,-235.895,-466.346,22878,35,56,52,37,8,16,10,39,NORMAL
5886,14713,2018-11-13,Brooklin,-236.263,-466.878,28306,8,15,59,12,5,15,28,23,REABASTECER
5887,14729,2018-11-29,Brooklin,-236.263,-466.878,29791,38,49,10,10,37,39,12,2,NORMAL
5888,14195,2019-6-5,Vila Mariana,-235.895,-466.346,21383,19,7,65,31,23,26,7,20,REABASTECER
5889,14771,2019-1-11,Brooklin,-236.263,-466.878,26676,45,7,50,9,27,30,9,11,REABASTECER
5890,14223,2019-7-3,Vila Mariana,-235.895,-466.346,24225,5,21,57,3,28,20,31,2,NORMAL
5891,6363,2019-9-3,Tatuapé,-235.402,-465.765,68249,2,4,49,34,30,17,23,26,NORMAL
5892,14872,2019-4-22,Brooklin,-236.263,-466.878,26252,86,54,42,14,16,23,8,36,NORMAL
5893,14879,2019-4-29,Brooklin,-236.263,-466.878,28923,14,9,8,41,29,2,28,12,REABASTECER
5894,14922,2019-6-12,Brooklin,-236.263,-466.878,27360,28,27,26,43,9,5,38,39,REABASTECER
5895,14927,2019-6-17,Brooklin,-236.263,-466.878,29376,64,57,61,26,28,35,19,17,NORMAL
5896,14368,2019-11-28,Vila Mariana,-235.895,-466.346,23582,47,65,4,7,32,14,31,32,NORMAL
5897,14388,2019-12-18,Vila Mariana,-235.895,-466.346,22644,20,15,65,34,29,32,38,41,NORMAL
5898,14407,2018-1-7,Brooklin,-236.263,-466.878,26414,33,21,13,16,24,21,19,21,NORMAL
5899,14993,2019-8-23,Brooklin,-236.263,-466.878,28712,9,40,24,42,22,18,4,31,NORMAL
5900,15040,2019-10-10,Brooklin,-236.263,-466.878,28390,76,55,42,43,2,8,23,22,REABASTECER
5901,15104,2019-12-14,Brooklin,-236.263,-466.878,28542,64,54,48,37,36,39,30,40,NORMAL
5902,6629,2018-5-29,República,-235.436,-466.434,110980,22,7,43,43,11,30,32,7,NORMAL
5903,15158,2018-2-8,Campo Belo,-236.188,-466.823,26117,65,65,30,19,36,25,19,28,NORMAL
5904,15160,2018-2-10,Campo Belo,-236.188,-466.823,25824,44,50,13,10,30,23,8,18,NORMAL
5905,6659,2018-6-29,República,-235.436,-466.434,109519,69,65,44,11,18,22,43,16,NORMAL
5906,14594,2018-7-14,Brooklin,-236.263,-466.878,26169,44,40,65,37,18,28,35,7,NORMAL
5907,15190,2018-3-10,Campo Belo,-236.188,-466.823,24189,86,7,65,12,33,15,12,39,REABASTECER
5908,6675,2018-7-15,República,-235.436,-466.434,107414,76,32,65,43,37,8,12,40,NORMAL
5909,15214,2018-4-4,Campo Belo,-236.188,-466.823,26195,34,32,20,27,27,38,43,26,NORMAL
5910,14659,2018-9-19,Brooklin,-236.263,-466.878,28843,14,33,51,12,12,9,27,5,REABASTECER
5911,14694,2018-10-24,Brooklin,-236.263,-466.878,29285,15,8,7,20,41,24,20,28,REABASTECER
5912,6821,2018-12-11,República,-235.436,-466.434,109425,34,34,7,39,10,10,36,10,REABASTECER
5913,6844,2019-1-4,República,-235.436,-466.434,108677,77,37,59,43,2,16,27,37,NORMAL
5914,6878,2019-2-8,República,-235.436,-466.434,110979,3,23,41,17,33,37,32,34,REABASTECER
5915,14844,2019-3-24,Brooklin,-236.263,-466.878,26449,7,32,19,31,39,30,9,19,REABASTECER
5916,15476,2018-12-26,Campo Belo,-236.188,-466.823,26189,79,56,14,39,41,29,14,7,NORMAL
5917,14946,2019-7-6,Brooklin,-236.263,-466.878,28599,41,65,4,11,35,24,19,17,NORMAL
5918,7033,2019-7-13,República,-235.436,-466.434,109524,29,17,55,34,16,41,38,22,NORMAL
5919,7045,2019-7-25,República,-235.436,-466.434,109239,86,5,42,4,7,4,27,17,REABASTECER
5920,15080,2019-11-20,Brooklin,-236.263,-466.878,26185,32,55,28,25,8,25,5,43,REABASTECER
5921,15684,2019-7-24,Campo Belo,-236.188,-466.823,24371,54,55,16,31,33,31,8,21,NORMAL
5922,15121,2018-1-1,Campo Belo,-236.188,-466.823,26324,86,65,65,43,43,43,43,43,NORMAL
5923,15161,2018-2-11,Campo Belo,-236.188,-466.823,24824,33,46,4,9,25,17,2,15,REABASTECER
5924,15179,2018-2-29,Campo Belo,-236.188,-466.823,25009,27,12,20,35,37,43,13,37,NORMAL
5925,7271,2018-3-11,Higienópolis-Mackenzie,-235.488,-466.519,89921,86,24,37,5,28,17,19,14,NORMAL
5926,15224,2018-4-14,Campo Belo,-236.188,-466.823,24520,23,42,15,33,35,10,43,36,NORMAL
5927,15232,2018-4-22,Campo Belo,-236.188,-466.823,23524,34,52,19,9,43,39,18,43,NORMAL
5928,15839,2019-12-29,Campo Belo,-236.188,-466.823,23963,49,40,56,18,15,26,31,17,NORMAL
5929,15293,2018-6-23,Campo Belo,-236.188,-466.823,26987,30,46,46,35,10,7,38,10,NORMAL
5930,15304,2018-7-4,Campo Belo,-236.188,-466.823,26256,18,53,44,15,12,22,43,16,NORMAL
5931,7361,2018-6-11,Higienópolis-Mackenzie,-235.488,-466.519,93265,36,45,65,38,39,13,25,31,NORMAL
5932,7394,2018-7-14,Higienópolis-Mackenzie,-235.488,-466.519,91346,54,44,47,9,28,35,34,28,NORMAL
5933,15355,2018-8-25,Campo Belo,-236.188,-466.823,25430,20,17,8,34,23,17,34,25,REABASTECER
5934,15389,2018-9-29,Campo Belo,-236.188,-466.823,26636,35,56,55,35,30,43,30,17,NORMAL
5935,15398,2018-10-8,Campo Belo,-236.188,-466.823,24959,35,9,59,15,41,9,40,20,REABASTECER
5936,7461,2018-9-21,Higienópolis-Mackenzie,-235.488,-466.519,89965,76,23,48,37,28,30,25,15,NORMAL
5937,16110,2018-9-30,Eucaliptos,-23.61,-466.686,24231,86,65,40,24,3,12,31,36,NORMAL
5938,15524,2019-2-14,Campo Belo,-236.188,-466.823,26228,54,40,60,12,16,33,41,36,NORMAL
5939,7583,2019-1-23,Higienópolis-Mackenzie,-235.488,-466.519,92171,25,36,52,31,26,33,1,15,REABASTECER
5940,15580,2019-4-10,Campo Belo,-236.188,-466.823,25928,19,29,10,23,4,9,34,31,REABASTECER
5941,16173,2018-12-3,Eucaliptos,-23.61,-466.686,25083,86,38,26,15,32,39,14,24,NORMAL
5942,7645,2019-3-25,Higienópolis-Mackenzie,-235.488,-466.519,93070,23,20,35,37,29,43,17,30,NORMAL
5943,7648,2019-3-28,Higienópolis-Mackenzie,-235.488,-466.519,93324,75,65,15,33,16,37,3,20,REABASTECER
5944,15622,2019-5-22,Campo Belo,-236.188,-466.823,24191,46,46,47,21,17,15,43,3,REABASTECER
5945,16221,2019-1-21,Eucaliptos,-23.61,-466.686,24654,16,2,16,19,25,12,43,11,REABASTECER
5946,7702,2019-5-22,Higienópolis-Mackenzie,-235.488,-466.519,91325,54,55,39,43,9,7,11,36,NORMAL
5947,16270,2019-3-10,Eucaliptos,-23.61,-466.686,25436,57,23,25,13,40,35,25,10,NORMAL
5948,7753,2019-7-13,Higienópolis-Mackenzie,-235.488,-466.519,92274,74,57,55,28,10,5,8,13,NORMAL
5949,7803,2019-9-3,Higienópolis-Mackenzie,-235.488,-466.519,89969,86,65,35,6,24,27,10,41,REABASTECER
5950,7820,2019-9-20,Higienópolis-Mackenzie,-235.488,-466.519,90994,4,13,35,30,7,30,32,16,NORMAL
5951,15833,2019-12-23,Campo Belo,-236.188,-466.823,24133,14,6,34,43,37,43,13,32,REABASTECER
5952,16428,2019-8-18,Eucaliptos,-23.61,-466.686,23421,86,41,17,13,21,39,25,35,NORMAL
5953,16475,2019-10-5,Eucaliptos,-23.61,-466.686,24163,63,14,42,18,12,22,10,36,NORMAL
5954,7931,2018-1-11,Faria Lima,-235.675,-466.929,51108,76,9,58,10,43,9,4,5,NORMAL
5955,15971,2018-5-11,Eucaliptos,-23.61,-466.686,22317,40,65,43,14,32,30,37,29,NORMAL
5956,8027,2018-4-17,Faria Lima,-235.675,-466.929,54995,77,57,39,28,6,33,5,12,REABASTECER
5957,8031,2018-4-21,Faria Lima,-235.675,-466.929,54127,42,27,15,19,30,23,29,37,NORMAL
5958,8074,2018-6-4,Faria Lima,-235.675,-466.929,53691,73,32,35,43,3,11,30,34,NORMAL
5959,16070,2018-8-20,Eucaliptos,-23.61,-466.686,24513,60,51,5,7,5,16,23,25,NORMAL
5960,16697,2018-5-17,Moema,-235.489,-466.388,19147,54,48,65,7,6,13,41,12,REABASTECER
